customerID,store_code,cluster
BBID_20457098,4986,5
BBID_20457109,4986,4
BBID_20457115,4986,2
BBID_20457115,4986,2
BBID_20457117,4986,5
BBID_20457119,4986,0
BBID_20457129,4986,5
BBID_20457140,4986,0
BBID_20457154,4986,4
BBID_20457160,4986,4
BBID_20457172,4986,0
BBID_20457176,4986,2
BBID_20457177,4986,0
BBID_20457214,4986,1
BBID_20457235,4986,3
BBID_20457236,4986,4
BBID_20457260,4986,4
BBID_20457262,4986,2
BBID_20457264,4986,5
BBID_20457265,4986,2
BBID_20457273,3692,4
BBID_20457310,3692,1
BBID_20457377,3692,2
BBID_20457387,3692,0
BBID_20457392,3692,0
BBID_20457397,3692,3
BBID_20457440,3692,4
BBID_20457441,3692,4
BBID_20457455,3692,5
BBID_20457457,3692,4
BBID_20457466,3692,1
BBID_20457473,3692,0
BBID_20457510,3692,2
BBID_20457510,3692,2
BBID_20457517,3692,3
BBID_20457601,3692,4
BBID_20457602,3692,5
BBID_20457616,3692,3
BBID_20457655,3692,3
BBID_20457718,3692,5
BBID_20457723,3692,1
BBID_20457738,3692,4
BBID_20457739,3692,4
BBID_20457746,4986,5
BBID_20457750,3692,3
BBID_20457763,3692,0
BBID_20457766,3692,5
BBID_20457766,3692,4
BBID_20457781,4986,0
BBID_20457791,4986,2
BBID_20457791,4986,5
BBID_20457819,4986,3
BBID_20457822,4986,1
BBID_20457839,4986,0
BBID_20457842,4986,1
BBID_20457846,4986,1
BBID_20457861,4986,4
BBID_20457878,4986,3
BBID_20457928,3692,1
BBID_20457940,3692,0
BBID_20457941,4986,2
BBID_20457942,4986,2
BBID_20457990,4986,4
BBID_20457995,4986,0
BBID_20458014,4986,4
BBID_20458016,4986,2
BBID_20458018,4986,2
BBID_20458045,3692,3
BBID_20458054,4986,3
BBID_20458055,4986,2
BBID_20458066,4986,3
BBID_20458072,4986,5
BBID_20458080,4986,5
BBID_20458112,4986,0
BBID_20458118,4986,3
BBID_20458136,4986,4
BBID_20458136,4986,0
BBID_20458168,4986,1
BBID_20458176,4986,4
BBID_20458196,4986,0
BBID_20458224,4986,2
BBID_20458225,4986,3
BBID_20458226,4986,5
BBID_20458229,4986,3
BBID_20458230,4986,3
BBID_20458240,4986,1
BBID_20458240,4986,1
BBID_20458249,4986,2
BBID_20458254,4986,1
BBID_20458263,4986,1
BBID_20458269,4986,2
BBID_20458314,4986,4
BBID_20458325,3692,0
BBID_20458334,3692,0
BBID_20458360,4986,0
BBID_20458432,4986,2
BBID_20458440,4986,4
BBID_20458465,3692,2
BBID_20458466,3692,5
BBID_20458471,3692,5
BBID_20458502,3692,4
BBID_20458531,3692,5
BBID_20458532,3692,0
BBID_20458573,3692,1
BBID_20458588,3692,3
BBID_20458604,2615,3
BBID_20458619,2615,3
BBID_20458641,2615,5
BBID_20458642,2615,3
BBID_20458699,2615,3
BBID_20458699,2615,3
BBID_20458764,2655,1
BBID_20458779,2655,1
BBID_20458881,2655,1
BBID_20458889,2906,0
BBID_20458897,2655,0
BBID_20458914,2655,2
BBID_20458922,2906,2
BBID_20458928,2906,5
BBID_20458945,2906,0
BBID_20458950,2906,5
BBID_20458966,2906,2
BBID_20458969,2906,1
BBID_20459014,2906,2
BBID_20459017,2906,1
BBID_20459057,2655,2
BBID_20459071,2906,5
BBID_20459120,2906,1
BBID_20459120,2655,2
BBID_20459129,2655,4
BBID_20459158,2906,5
BBID_20459201,2906,2
BBID_20459222,2906,2
BBID_20459252,2655,4
BBID_20459309,2655,2
BBID_20459315,2906,0
BBID_20459336,2906,0
BBID_20459341,2906,4
BBID_20459341,2906,3
BBID_20459341,2906,3
BBID_20459343,2906,4
BBID_20459382,2906,5
BBID_20459406,2906,1
BBID_20459406,2906,0
BBID_20459422,2906,0
BBID_20459460,2906,1
BBID_20459472,2906,0
BBID_20459483,2906,4
BBID_20459483,2906,1
BBID_20459547,2906,4
BBID_20459553,2906,5
BBID_20459568,2906,5
BBID_20459581,2906,5
BBID_20459658,4986,1
BBID_20459685,2906,2
BBID_20459690,2906,2
BBID_20459696,2906,3
BBID_20459743,2906,0
BBID_20459773,2906,2
BBID_20459783,2655,3
BBID_20459821,2906,5
BBID_20459821,2906,4
BBID_20459894,2906,0
BBID_20459954,3692,3
BBID_20459957,3692,3
BBID_20459980,3692,3
BBID_20459993,3692,0
BBID_20460019,3692,0
BBID_20460031,2906,2
BBID_20460043,3692,5
BBID_20460045,3692,5
BBID_20460048,3692,0
BBID_20460052,3692,5
BBID_20460053,3692,4
BBID_20460057,3692,5
BBID_20460111,3692,4
BBID_20460238,3692,2
BBID_20460339,2906,5
BBID_20460344,2906,0
BBID_20460393,2906,0
BBID_20460400,2906,4
BBID_20460403,2655,1
BBID_20460456,2906,5
BBID_20460498,2906,4
BBID_20460581,2906,0
BBID_20460588,2906,4
BBID_20460611,2655,0
BBID_20460634,2655,4
BBID_20460653,2655,2
BBID_20460671,2655,4
BBID_20460671,2655,0
BBID_20460686,2906,2
BBID_20460698,2906,0
BBID_20460713,2906,0
BBID_20460716,2906,4
BBID_20460809,3692,1
BBID_20460812,3692,2
BBID_20460830,3692,2
BBID_20460864,3692,1
BBID_20460912,2906,0
BBID_20460918,3692,3
BBID_20460963,3692,2
BBID_20460967,3692,5
BBID_20461055,2655,0
BBID_20461069,2655,4
BBID_20461069,2655,2
BBID_20461085,2655,3
BBID_20461091,2655,3
BBID_20461091,2655,3
BBID_20461102,2655,0
BBID_20461113,2655,0
BBID_20461118,2655,5
BBID_20461139,2655,3
BBID_20461139,2655,1
BBID_20461143,2655,4
BBID_20461165,2655,2
BBID_20461165,2655,2
BBID_20461175,2655,5
BBID_20461202,2655,5
BBID_20461253,2655,2
BBID_20461299,2655,5
BBID_20461314,2655,3
BBID_20461316,2655,4
BBID_20461319,2655,2
BBID_20461387,2655,2
BBID_20461387,2655,1
BBID_20461464,4986,2
BBID_20461464,4986,2
BBID_20461469,2655,3
BBID_20461494,2655,3
BBID_20461497,2655,5
BBID_20461500,2906,5
BBID_20461513,2655,5
BBID_20461549,2655,1
BBID_20461571,2655,0
BBID_20461581,2655,0
BBID_20461595,2655,4
BBID_20461595,2655,3
BBID_20461603,2655,1
BBID_20461661,2655,5
BBID_20461661,2655,4
BBID_20461661,2655,4
BBID_20461669,2655,5
BBID_20461685,2906,5
BBID_20461710,2906,5
BBID_20461712,2906,5
BBID_20461724,2906,3
BBID_20461740,2906,5
BBID_20461762,2906,5
BBID_20461822,2906,3
BBID_20461844,2906,3
BBID_20461900,2906,1
BBID_20461903,2906,2
BBID_20461942,2906,0
BBID_20461986,2906,2
BBID_20462005,2906,4
BBID_20462020,2655,4
BBID_20462041,2906,5
BBID_20462062,2906,2
BBID_20462085,2906,4
BBID_20462086,2906,3
BBID_20462117,2906,1
BBID_20462311,2906,2
BBID_20462312,2906,1
BBID_20462312,2906,3
BBID_20462323,2906,5
BBID_20462360,2906,0
BBID_20462368,2906,0
BBID_20462373,2906,3
BBID_20462391,2906,2
BBID_20462391,2906,2
BBID_20462475,2655,0
BBID_20462483,2655,0
BBID_20462561,2655,2
BBID_20462566,2655,4
BBID_20462584,2655,1
BBID_20462611,2655,1
BBID_20462618,2655,5
BBID_20462621,2655,0
BBID_20462626,2655,4
BBID_20462649,2906,4
BBID_20462665,2906,2
BBID_20462672,2655,0
BBID_20462673,2655,3
BBID_20462684,2655,4
BBID_20462765,2906,5
BBID_20462833,2906,0
BBID_20462848,2906,5
BBID_20462861,2655,5
BBID_20462872,2655,1
BBID_20462877,2655,2
BBID_20462882,2655,0
BBID_20462896,2655,2
BBID_20462896,2655,2
BBID_20462902,2655,4
BBID_20462912,2655,2
BBID_20462975,2655,0
BBID_20462975,2655,2
BBID_20462987,2655,3
BBID_20463014,2655,0
BBID_20463018,2655,1
BBID_20463048,2655,0
BBID_20463062,2655,0
BBID_20463063,2655,2
BBID_20463067,2655,4
BBID_20463081,2655,0
BBID_20463090,2655,4
BBID_20463095,2655,2
BBID_20463143,2906,4
BBID_20463155,2655,2
BBID_20463173,2655,5
BBID_20463175,2655,4
BBID_20463199,2655,1
BBID_20463199,2655,1
BBID_20463200,2655,0
BBID_20463202,2655,4
BBID_20463208,2655,4
BBID_20463260,2655,1
BBID_20463266,2655,1
BBID_20463289,2655,3
BBID_20463290,2655,1
BBID_20463351,2655,0
BBID_20463422,2655,4
BBID_20463486,2655,3
BBID_20463536,2906,4
BBID_20463589,2655,2
BBID_20463596,2655,3
BBID_20463619,2655,0
BBID_20463669,2655,3
BBID_20463692,2655,2
BBID_20463703,2655,4
BBID_20463730,2655,0
BBID_20463756,2906,4
BBID_20463758,2655,5
BBID_20463792,2655,2
BBID_20463793,2906,5
BBID_20463804,2655,5
BBID_20463807,2655,5
BBID_20463840,3692,1
BBID_20463843,2655,1
BBID_20463892,2655,1
BBID_20463892,2655,3
BBID_20463896,2655,4
BBID_20463913,2655,1
BBID_20463915,2655,5
BBID_20463916,2655,0
BBID_20463965,2655,3
BBID_20463999,2655,3
BBID_20464054,2655,1
BBID_20464061,3692,2
BBID_20464078,2655,3
BBID_20464082,2655,4
BBID_20464120,2906,1
BBID_20464151,2655,1
BBID_20464157,2655,1
BBID_20464171,2655,1
BBID_20464188,2655,0
BBID_20464222,2655,0
BBID_20464227,2655,1
BBID_20464227,2655,0
BBID_20464227,2655,3
BBID_20464248,2655,0
BBID_20464255,2655,5
BBID_20464272,2655,0
BBID_20464318,2655,3
BBID_20464340,2655,0
BBID_20464346,2655,2
BBID_20464376,2906,5
BBID_20464377,2906,1
BBID_20464404,2906,0
BBID_20464404,2906,2
BBID_20464414,2906,3
BBID_20464490,2906,4
BBID_20464494,2906,2
BBID_20464512,2655,3
BBID_20464619,2655,3
BBID_20464619,2655,2
BBID_20464648,2655,2
BBID_20464675,2655,1
BBID_20464686,2655,0
BBID_20464705,3692,1
BBID_20464705,3692,0
BBID_20464732,3692,1
BBID_20464735,3692,3
BBID_20464737,2655,2
BBID_20464753,2655,1
BBID_20464807,3692,4
BBID_20464811,3692,0
BBID_20464811,3692,0
BBID_20464841,2655,1
BBID_20464852,2655,5
BBID_20464868,3692,3
BBID_20464904,2655,4
BBID_20464904,2655,2
BBID_20464927,2655,3
BBID_20464927,2655,1
BBID_20464946,3692,1
BBID_20464962,3692,0
BBID_20464976,3692,2
BBID_20465012,3692,1
BBID_20465030,3692,4
BBID_20465062,2655,0
BBID_20465067,2655,2
BBID_20465105,2655,1
BBID_20465125,2655,1
BBID_20465136,2655,2
BBID_20465158,2655,3
BBID_20465170,2655,1
BBID_20465179,2906,3
BBID_20465191,2655,2
BBID_20465206,2906,5
BBID_20465225,2906,0
BBID_20465386,2655,3
BBID_20465473,2906,2
BBID_20465521,2906,0
BBID_20465525,2906,4
BBID_20465534,2906,5
BBID_20465541,2655,2
BBID_20465559,3692,3
BBID_20465617,2906,0
BBID_20465626,2906,3
BBID_20465631,2906,4
BBID_20465653,2655,5
BBID_20465685,2906,4
BBID_20465712,2655,3
BBID_20465725,2906,0
BBID_20465775,2906,2
BBID_20465836,2906,0
BBID_20465854,2906,3
BBID_20465939,2906,4
BBID_20465947,2906,3
BBID_20465953,2906,5
BBID_20466070,2906,5
BBID_20466114,2906,0
BBID_20466117,2906,1
BBID_20466136,2906,3
BBID_20466136,2906,0
BBID_20466209,2906,1
BBID_20466215,2906,0
BBID_20466249,2906,5
BBID_20466270,2906,5
BBID_20466278,2906,2
BBID_20466293,2906,3
BBID_20466312,2906,5
BBID_20466348,2906,1
BBID_20466360,2906,2
BBID_20466374,2906,3
BBID_20466441,2906,3
BBID_20466493,2906,3
BBID_20466527,3692,2
BBID_20466528,3692,3
BBID_20466532,3692,1
BBID_20466565,3692,2
BBID_20466568,3692,2
BBID_20466603,3692,3
BBID_20466627,3692,1
BBID_20466671,2906,1
BBID_20466705,2906,5
BBID_20466738,2655,5
BBID_20466746,2906,3
BBID_20466750,2906,5
BBID_20466764,2906,4
BBID_20466800,2906,1
BBID_20466801,2906,2
BBID_20466836,2906,5
BBID_20466873,2906,2
BBID_20466892,2906,3
BBID_20466904,2906,4
BBID_20466935,2906,0
BBID_20466937,2906,1
BBID_20466985,2906,2
BBID_20466994,2655,0
BBID_20467056,2906,3
BBID_20467065,2906,2
BBID_20467065,2906,0
BBID_20467067,2906,1
BBID_20467088,2906,0
BBID_20467107,2906,2
BBID_20467147,2906,0
BBID_20467194,2906,5
BBID_20467232,2906,4
BBID_20467268,2906,2
BBID_20467276,2906,4
BBID_20467295,2906,5
BBID_20467324,2906,3
BBID_20467380,2906,0
BBID_20467407,2906,1
BBID_20467409,2906,1
BBID_20467421,2906,3
BBID_20467441,2906,5
BBID_20467485,2906,0
BBID_20467488,2906,0
BBID_20467499,2906,1
BBID_20467523,2906,0
BBID_20467583,2906,2
BBID_20467597,2906,5
BBID_20467597,2655,3
BBID_20467604,2906,3
BBID_20467643,2655,1
BBID_20467657,2906,2
BBID_20467658,2906,3
BBID_20467658,2906,2
BBID_20467658,2906,1
BBID_20467683,2906,3
BBID_20467834,2906,2
BBID_20467864,2906,4
BBID_20467872,2655,4
BBID_20467885,2906,4
BBID_20467894,2906,3
BBID_20467909,2906,0
BBID_20467926,2906,0
BBID_20467984,2906,4
BBID_20468008,2906,2
BBID_20468037,2906,4
BBID_20468048,2906,2
BBID_20468056,2906,3
BBID_20468057,2906,4
BBID_20468073,2906,3
BBID_20468122,2906,4
BBID_20468158,2906,1
BBID_20468165,2906,2
BBID_20468203,2906,2
BBID_20468231,4986,1
BBID_20468252,2655,3
BBID_20468252,2655,5
BBID_20468252,2655,5
BBID_20468267,4986,5
BBID_20468307,4986,3
BBID_20468330,4986,2
BBID_20468335,2655,5
BBID_20468342,2655,4
BBID_20468342,2655,2
BBID_20468348,2655,0
BBID_20468349,2655,2
BBID_20468352,2655,2
BBID_20468353,2655,0
BBID_20468416,4986,5
BBID_20468416,4986,1
BBID_20468476,4986,4
BBID_20468497,4986,4
BBID_20468550,4986,0
BBID_20468552,4986,0
BBID_20468553,4986,2
BBID_20468572,2655,2
BBID_20468580,4986,4
BBID_20468643,2906,1
BBID_20468667,2655,3
BBID_20468672,2655,1
BBID_20468677,2655,0
BBID_20468732,2655,1
BBID_20468732,2655,2
BBID_20468777,2655,1
BBID_20468801,2655,5
BBID_20468807,2906,2
BBID_20468815,2655,4
BBID_20468821,2655,0
BBID_20468821,2655,2
BBID_20468835,2655,4
BBID_20468840,2655,0
BBID_20468840,2655,2
BBID_20468863,2655,4
BBID_20468871,2655,5
BBID_20468934,2655,2
BBID_20468934,2655,5
BBID_20469023,2655,4
BBID_20469089,2906,1
BBID_20469148,2906,2
BBID_20469199,3692,2
BBID_20469201,3692,4
BBID_20469206,2906,0
BBID_20469234,3692,5
BBID_20469234,3692,0
BBID_20469258,3692,1
BBID_20469261,3692,1
BBID_20469261,3692,3
BBID_20469263,3692,0
BBID_20469324,3692,3
BBID_20469332,3692,5
BBID_20469387,2655,3
BBID_20469392,2655,1
BBID_20469412,3692,0
BBID_20469455,3692,1
BBID_20469463,2906,2
BBID_20469463,2906,2
BBID_20469493,2655,1
BBID_20469551,3692,5
BBID_20469635,3692,2
BBID_20469637,3692,4
BBID_20469638,3692,2
BBID_20469644,3692,3
BBID_20469662,3692,2
BBID_20469732,2906,2
BBID_20469747,2655,2
BBID_20469820,3692,4
BBID_20469820,3692,2
BBID_20469840,3692,1
BBID_20469946,3692,4
BBID_20469960,3692,1
BBID_20470012,3692,1
BBID_20470017,3692,0
BBID_20470017,3692,1
BBID_20470034,3692,0
BBID_20470058,3692,0
BBID_20470059,3692,3
BBID_20470146,3692,2
BBID_20470167,3692,1
BBID_20470167,3692,4
BBID_20470180,3692,4
BBID_20470200,2655,0
BBID_20470238,3692,1
BBID_20470246,3692,0
BBID_20470363,2906,5
BBID_20470367,2655,1
BBID_20470374,3692,5
BBID_20470399,2906,4
BBID_20470404,2655,5
BBID_20470423,3692,5
BBID_20470442,3692,0
BBID_20470442,3692,5
BBID_20470461,2906,0
BBID_20470497,2906,1
BBID_20470497,2655,0
BBID_20470518,3692,4
BBID_20470566,2655,3
BBID_20470588,2655,4
BBID_20470588,2655,0
BBID_20470588,2655,3
BBID_20470588,2655,2
BBID_20470588,2655,3
BBID_20470588,2655,3
BBID_20470622,2655,3
BBID_20470669,3692,5
BBID_20470686,3692,3
BBID_20470691,3692,1
BBID_20470757,3692,2
BBID_20470786,3692,3
BBID_20470786,3692,5
BBID_20470786,3692,0
BBID_20470836,3692,4
BBID_20470883,2906,3
BBID_20470920,2906,3
BBID_20470980,2906,4
BBID_20471060,2655,4
BBID_20471064,2906,1
BBID_20471089,2655,2
BBID_20471090,2655,1
BBID_20471099,2655,3
BBID_20471099,2655,0
BBID_20471099,2655,5
BBID_20471122,2655,5
BBID_20471146,2655,3
BBID_20471146,2655,1
BBID_20471191,2655,2
BBID_20471192,2655,4
BBID_20471196,2906,0
BBID_20471223,2655,3
BBID_20471256,2906,5
BBID_20471258,2655,4
BBID_20471284,2655,0
BBID_20471319,2655,1
BBID_20471415,2906,4
BBID_20471429,2655,3
BBID_20471433,2655,2
BBID_20471465,2906,5
BBID_20471573,2906,3
BBID_20471596,2906,0
BBID_20471629,2906,4
BBID_20471644,2906,0
BBID_20471679,2906,3
BBID_20471758,2906,1
BBID_20471856,2906,5
BBID_20471890,2906,4
BBID_20471922,2906,1
BBID_20471941,2906,2
BBID_20471972,2906,5
BBID_20472013,2655,4
BBID_20472089,2655,0
BBID_20472103,2655,0
BBID_20472113,2655,2
BBID_20472115,2655,0
BBID_20472119,2655,4
BBID_20472187,2906,5
BBID_20472286,2655,0
BBID_20472334,2906,0
BBID_20472384,2655,3
BBID_20472422,2655,4
BBID_20472521,2906,0
BBID_20472550,4986,0
BBID_20472645,4986,4
BBID_20472670,4986,4
BBID_20472673,4986,1
BBID_20472685,2655,0
BBID_20472733,2655,3
BBID_20472753,4986,5
BBID_20472757,4986,3
BBID_20472793,2655,5
BBID_20472801,2655,5
BBID_20472838,2655,4
BBID_20472872,2655,1
BBID_20472884,2655,3
BBID_20472904,2655,3
BBID_20472906,2655,1
BBID_20472938,2655,5
BBID_20473020,2655,2
BBID_20473034,2655,3
BBID_20473164,2655,0
BBID_20473174,2655,1
BBID_20473183,2655,0
BBID_20473191,2906,0
BBID_20473197,2906,5
BBID_20473299,2655,0
BBID_20473324,2655,5
BBID_20473479,2655,4
BBID_20473515,2655,3
BBID_20473543,2655,4
BBID_20473592,2906,0
BBID_20473765,2906,4
BBID_20473818,2906,0
BBID_20473891,2906,5
BBID_20473903,2906,0
BBID_20473924,2655,4
BBID_20473982,2906,0
BBID_20473997,2655,1
BBID_20474120,2655,3
BBID_20474169,2906,2
BBID_20474172,2906,2
BBID_20474175,2906,5
BBID_20474222,2906,4
BBID_20474231,2906,0
BBID_20474251,2655,2
BBID_20474283,2906,0
BBID_20474302,2655,1
BBID_20474397,2906,4
BBID_20474408,2906,0
BBID_20474485,2906,5
BBID_20474570,2655,5
BBID_20474602,2655,1
BBID_20474680,2655,0
BBID_20474698,2906,0
BBID_20474719,4986,0
BBID_20474737,4986,2
BBID_20474740,4986,0
BBID_20474784,4986,4
BBID_20474790,4986,2
BBID_20474865,2655,3
BBID_20474911,2906,5
BBID_20475056,2655,4
BBID_20475103,2906,1
BBID_20475117,2906,5
BBID_20475120,2906,4
BBID_20475137,2906,1
BBID_20475152,2906,3
BBID_20475198,4986,3
BBID_20475203,4986,5
BBID_20475234,4986,2
BBID_20475272,2615,0
BBID_20475302,2615,5
BBID_20475387,2615,1
BBID_20475399,2615,0
BBID_20475452,2615,0
BBID_20475491,2615,0
BBID_20475589,2615,4
BBID_20475610,2615,1
BBID_20475615,2615,5
BBID_20475617,2615,5
BBID_20475631,4986,4
BBID_20475669,2615,3
BBID_20475700,2615,1
BBID_20475869,2615,5
BBID_20475876,2615,2
BBID_20475905,2615,1
BBID_20475972,2615,3
BBID_20476047,4986,5
BBID_20476057,4986,0
BBID_20476112,4986,4
BBID_20476142,4986,4
BBID_20476154,4986,2
BBID_20476193,4986,1
BBID_20476201,4986,3
BBID_20476202,4986,2
BBID_20476226,4986,4
BBID_20476270,4986,5
BBID_20476290,4986,5
BBID_20476306,4986,3
BBID_20476312,4986,0
BBID_20476323,4986,5
BBID_20476345,4986,0
BBID_20476351,4986,0
BBID_20476386,2655,3
BBID_20476439,2906,4
BBID_20476457,2655,4
BBID_20476460,2655,3
BBID_20476502,2655,5
BBID_20476563,4986,2
BBID_20476586,4986,0
BBID_20476623,4986,5
BBID_20476644,4986,4
BBID_20476644,4986,5
BBID_20476666,4986,1
BBID_20476698,2906,2
BBID_20476915,2906,4
BBID_20476926,2906,3
BBID_20476976,2906,3
BBID_20477043,2655,3
BBID_20477050,2906,4
BBID_20477075,3692,1
BBID_20477104,2655,5
BBID_20477126,2655,1
BBID_20477172,2655,2
BBID_20477184,2655,4
BBID_20477225,2655,1
BBID_20477269,3692,1
BBID_20477312,3692,1
BBID_20477403,4986,0
BBID_20477429,2906,0
BBID_20477493,2655,1
BBID_20477523,4986,5
BBID_20477539,2906,5
BBID_20477552,2906,0
BBID_20477564,2906,2
BBID_20477568,2655,5
BBID_20477581,2655,2
BBID_20477594,2655,0
BBID_20477594,2655,0
BBID_20477704,2655,0
BBID_20477721,2655,4
BBID_20477809,2906,3
BBID_20477829,2655,3
BBID_20477844,2655,5
BBID_20477870,4986,2
BBID_20477882,4986,0
BBID_20477908,4986,1
BBID_20477962,2655,4
BBID_20477970,3692,0
BBID_20478072,2615,2
BBID_20478097,2615,3
BBID_20478151,2615,0
BBID_20478191,4986,1
BBID_20478339,2655,0
BBID_20478383,2906,1
BBID_20478549,2906,5
BBID_20478557,2906,2
BBID_20478607,4986,4
BBID_20478738,2655,0
BBID_20478770,2906,2
BBID_20478931,2906,2
BBID_20478968,2906,0
BBID_20478988,2906,3
BBID_20479063,2906,5
BBID_20479086,3692,5
BBID_20479185,4986,5
BBID_20479195,2906,3
BBID_20479255,2906,0
BBID_20479255,2906,1
BBID_20479294,2655,1
BBID_20479359,2906,1
BBID_20479436,2655,4
BBID_20479460,2655,1
BBID_20479535,2906,0
BBID_20479652,2906,2
BBID_20479654,2655,0
BBID_20479729,4986,2
BBID_20479749,2655,5
BBID_20479768,4986,2
BBID_20479871,2906,2
BBID_20479898,4986,0
BBID_20480015,4986,3
BBID_20480039,2655,2
BBID_20480088,2906,1
BBID_20480132,2906,5
BBID_20480171,2906,2
BBID_20480187,2906,3
BBID_20480388,4986,0
BBID_20480430,4986,2
BBID_20480468,4986,5
BBID_20480471,4986,1
BBID_20480481,4986,5
BBID_20480488,4986,1
BBID_20480488,4986,0
BBID_20480491,4986,0
BBID_20480497,4986,4
BBID_20480500,4986,0
BBID_20480516,4986,5
BBID_20480519,4986,2
BBID_20480524,4986,2
BBID_20480620,2655,5
BBID_20480833,2906,0
BBID_20480851,2906,4
BBID_20480981,2655,0
BBID_20480998,2655,3
BBID_20481032,2655,4
BBID_20481145,2655,2
BBID_20481208,2906,2
BBID_20481312,2655,4
BBID_20481316,3692,3
BBID_20481316,3692,0
BBID_20481331,2655,0
BBID_20481349,2655,4
BBID_20481353,2906,4
BBID_20481354,2615,4
BBID_20481354,2615,5
BBID_20481364,2615,5
BBID_20481378,2906,0
BBID_20481379,4986,5
BBID_20481380,2615,0
BBID_20481384,2655,2
BBID_20481401,2906,4
BBID_20481403,2655,1
BBID_20481411,2655,3
BBID_20481425,3692,5
BBID_20481437,2655,1
BBID_20481439,2655,3
BBID_20481509,3692,2
BBID_20481514,2655,1
BBID_20481521,2615,1
BBID_20481558,2615,1
BBID_20481562,2655,2
BBID_20481565,2906,2
BBID_20481577,2655,5
BBID_20481601,2615,0
BBID_20481653,2615,1
BBID_20481654,2655,5
BBID_20481689,2655,3
BBID_20481720,3692,4
BBID_20481726,2615,5
BBID_20481727,2906,0
BBID_20481729,2615,1
BBID_20481734,2615,3
BBID_20481740,2655,1
BBID_20481740,2655,2
BBID_20481747,2615,2
BBID_20481753,2655,0
BBID_20481761,2615,2
BBID_20481765,2655,1
BBID_20481767,2655,0
BBID_20481767,2655,1
BBID_20481767,2655,5
BBID_20481772,2615,3
BBID_20481777,2655,0
BBID_20481800,2655,2
BBID_20481822,2615,5
BBID_20481841,2655,5
BBID_20481845,2655,4
BBID_20481855,2615,5
BBID_20481858,2655,3
BBID_20481875,3692,5
BBID_20481896,2655,3
BBID_20481901,2615,4
BBID_20481901,2615,3
BBID_20481929,2655,2
BBID_20481929,2655,0
BBID_20481963,2655,5
BBID_20481986,2615,2
BBID_20482017,3692,3
BBID_20482017,3692,5
BBID_20482017,3692,5
BBID_20482021,3692,2
BBID_20482034,2655,1
BBID_20482044,2906,2
BBID_20482070,2655,5
BBID_20482073,2906,4
BBID_20482083,4986,4
BBID_20482099,2655,2
BBID_20482118,2655,3
BBID_20482121,2655,2
BBID_20482127,2655,0
BBID_20482154,3692,2
BBID_20482158,4986,5
BBID_20482159,2655,1
BBID_20482161,3692,3
BBID_20482163,2615,4
BBID_20482173,2655,1
BBID_20482206,2655,0
BBID_20482206,2655,0
BBID_20482227,2906,3
BBID_20482230,2655,3
BBID_20482232,2655,5
BBID_20482232,2655,0
BBID_20482238,2906,0
BBID_20482261,4986,4
BBID_20482277,2906,2
BBID_20482288,3692,2
BBID_20482320,2906,1
BBID_20482327,2655,2
BBID_20482336,2655,4
BBID_20482354,4986,3
BBID_20482357,3692,3
BBID_20482371,3692,1
BBID_20482391,2655,2
BBID_20482398,2655,4
BBID_20482404,2906,3
BBID_20482414,2655,4
BBID_20482421,2655,4
BBID_20482441,2655,5
BBID_20482441,2655,0
BBID_20482446,2655,3
BBID_20482463,2655,3
BBID_20482467,2615,4
BBID_20482474,2615,3
BBID_20482494,2615,4
BBID_20482504,2655,4
BBID_20482514,2655,3
BBID_20482515,2906,3
BBID_20482517,2615,1
BBID_20482522,2655,0
BBID_20482523,2655,4
BBID_20482535,2655,2
BBID_20482553,2655,1
BBID_20482572,2615,1
BBID_20482623,2615,2
BBID_20482640,2906,1
BBID_20482647,2615,5
BBID_20482654,2655,5
BBID_20482662,2615,5
BBID_20482662,2615,4
BBID_20482662,2615,2
BBID_20482662,2615,1
BBID_20482679,2906,2
BBID_20482693,2655,5
BBID_20482713,2655,3
BBID_20482720,2615,1
BBID_20482720,2615,0
BBID_20482741,2655,2
BBID_20482748,3692,2
BBID_20482749,2615,2
BBID_20482768,2655,0
BBID_20482827,2655,4
BBID_20482841,2655,3
BBID_20482848,3692,0
BBID_20482848,3692,5
BBID_20482851,2615,2
BBID_20482853,2655,2
BBID_20482880,2906,0
BBID_20482885,2655,1
BBID_20482895,2655,1
BBID_20482896,3692,4
BBID_20482900,3692,5
BBID_20482903,2906,0
BBID_20482912,2615,3
BBID_20482913,4986,1
BBID_20482913,4986,0
BBID_20482917,2615,3
BBID_20482918,2655,4
BBID_20482918,2655,3
BBID_20482925,2615,3
BBID_20482927,2906,0
BBID_20482932,2906,3
BBID_20482951,2655,0
BBID_20482954,2655,1
BBID_20482955,2655,4
BBID_20482956,3692,1
BBID_20482972,4986,3
BBID_20482980,2655,3
BBID_20482992,2655,3
BBID_20482996,2655,4
BBID_20482997,2655,0
BBID_20483013,2615,1
BBID_20483031,2655,3
BBID_20483040,2906,5
BBID_20483044,3692,0
BBID_20483047,2615,1
BBID_20483052,2906,3
BBID_20483068,2615,5
BBID_20483072,2655,1
BBID_20483078,2906,1
BBID_20483079,2615,3
BBID_20483093,2655,5
BBID_20483094,2655,2
BBID_20483102,3692,4
BBID_20483105,2906,2
BBID_20483106,2615,1
BBID_20483137,2906,1
BBID_20483164,3692,3
BBID_20483198,2615,2
BBID_20483204,2615,5
BBID_20483227,2655,2
